objectid,bevoegd_gezag_nummer,brin_nummer,vestigingsnummer,vestigingsnaam,denominatie,straatnaam,huisnummer_toevoeging,pc6,plaatsnaam,gem_code,gemeentenaam,provincie,ggd,internetadres,xcoord,ycoord,geocod,opmerking_geocode,leerlingen,lftd_3_jaar,lftd_4_jaar,lftd_5_jaar,lftd_6_jaar,lftd_7_jaar,lftd_8_jaar,lftd_9_jaar,lftd_10_jaar,lftd_11_jaar,lftd_12_jaar,lftd_13_jaar,lftd_14_jaar
1711,50129,06RX,06RX00,Sint Martinusschool,Rooms-Katholiek,Sportlaan,2,7078AV,MEGCHELEN,1509,OUDE IJSSELSTREEK,Gelderland,GGD Noord- en Oost-Gelderland,www.sintmartinusschool.nl,224191,428431,pc6hnrgeentoev,,109,0,13,13,11,17,11,12,14,13,5,0,0
1712,50129,07BS,07BS00,Basisschool H Walburgis,Rooms-Katholiek,Emmerikseweg,4,7077AP,NETTERDEN,1509,OUDE IJSSELSTREEK,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,218716,429985,pc6hnrgeentoev,,47,0,3,4,9,4,10,6,6,4,1,0,0
1713,50129,07PM,07PM00,Rooms Katholieke Basisschool Christoffel,Rooms-Katholiek,Grotestraat,87,7081CD,GENDRINGEN,1509,OUDE IJSSELSTREEK,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,222915,431928,pc6hnrgeentoev,,304,0,33,44,28,36,36,34,47,41,5,0,0
1714,50129,08KS,08KS00,Basisschool St Antonius,Rooms-Katholiek,Kanunnik de Vriesstraat,42,7071ZW,ULFT,1509,OUDE IJSSELSTREEK,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,223019,434974,pc6hnrgeentoev,,177,0,14,16,17,25,16,31,31,23,4,0,0
1715,50844,03TA,03TA00,Sint Bernardus-School,Rooms-Katholiek,Sint Bernardusstraat,2,7256AP,KEIJENBORG,1876,BRONCKHORST,Gelderland,GGD Noord- en Oost-Gelderland,www.bernardusschoolkeijenborg.nl,217339,449437,pc6hnrgeentoev,,184,0,17,23,24,18,25,30,22,19,6,0,0
1716,50844,03TR,03TR00,Sint Augustinus,Rooms-Katholiek,Van Damstraat,19,7011GB,GAANDEREN,222,DOETINCHEM,Gelderland,GGD Noord- en Oost-Gelderland,www.augustinusgaanderen.nl,220870,438406,pc6hnrgeentoev,,211,0,22,25,16,28,27,32,24,35,2,0,0
1717,50844,05BR,05BR00,Basisschool De Leer,Rooms-Katholiek,Sint Michielsstraat,6,7255AP,HENGELO GLD,1876,BRONCKHORST,Gelderland,GGD Noord- en Oost-Gelderland,www.basisschooldeleer.nl,218187,451717,pc6hnrgeentoev,,178,0,24,21,14,27,9,20,29,29,5,0,0
1718,50844,05DK,05DK00,Rooms Katholieke Basisschool Sint Joannes,Rooms-Katholiek,Dr. Alfons Ariensstraat,4,7221CC,STEENDEREN,1876,BRONCKHORST,Gelderland,GGD Noord- en Oost-Gelderland,www.joannes.pro8.nu,209954,453165,pc6hnrgeentoev,,111,0,11,15,17,7,17,15,14,13,2,0,0
1719,50844,05DL,05DL00,Rooms Katholieke Sint Willibrordus School voor Basisonderwijs,Rooms-Katholiek,Olburgseweg,19,7225NA,OLBURGEN,1876,BRONCKHORST,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,205604,451119,pc6hnrgeentoev,,27,0,2,3,2,5,0,7,2,3,3,0,0
1720,50844,06QG,06QG00,Basisschool Sint Martinus,Rooms-Katholiek,Bobbinkstraat,2,7223LW,BAAK,1876,BRONCKHORST,Gelderland,GGD Noord- en Oost-Gelderland,www.martinus-baak.pro8.nu,212543,454717,pc6hnrgeentoev,,63,0,1,7,5,10,11,12,4,7,6,0,0
1721,50844,06SX,06SX00,Rooms Katholieke Basisschool Sint Martinus,Rooms-Katholiek,Hoofdstraat,115,7011AD,GAANDEREN,222,DOETINCHEM,Gelderland,GGD Noord- en Oost-Gelderland,www.martinus.pro8.nu,221181,439310,pc6hnrgeentoev,,159,0,20,13,26,21,10,22,18,26,3,0,0
1722,50844,07SZ,07SZ00,Dynamiek,Algemeen bijzonder,Borgsche Rieten,15-g,7061ZM,TERBORG,1509,OUDE IJSSELSTREEK,Gelderland,GGD Noord- en Oost-Gelderland,www.bsdynamiek.nl,221165,437546,pc6hnr,,346,0,47,49,36,45,35,32,46,43,13,0,0
1723,50844,10OC,10OC00,De Wegwyzer,Rooms-Katholiek,Wolborgenmate,4,7006DG,DOETINCHEM,222,DOETINCHEM,Gelderland,GGD Noord- en Oost-Gelderland,www.dewegwijzer-online.nl,215418,441858,pc6hnrgeentoev,,240,0,31,25,26,30,30,28,35,29,6,0,0
1724,50844,11QA,11QA00,RK Basisschool Het Palet,Rooms-Katholiek,Sint Maartenstraat,2,7009GR,DOETINCHEM,222,DOETINCHEM,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,217488,443412,pc6hnrgeentoev,,90,0,8,8,12,8,13,9,11,9,12,0,0
1725,50844,12KE,12KE00,Montessori Basisschool De Pas,Rooms-Katholiek,Prins Hendrikstraat,32,7001GL,DOETINCHEM,222,DOETINCHEM,Gelderland,GGD Noord- en Oost-Gelderland,www.montessorischooldepas.nl,217422,441838,pc6hnrgeentoev,,213,0,18,31,28,22,27,34,26,24,3,0,0
1726,50844,12SQ,12SQ00,Rooms Katholieke Basisschool de Vijverberg,Rooms-Katholiek,Zonneplein,4,7004EL,DOETINCHEM,222,DOETINCHEM,Gelderland,GGD Noord- en Oost-Gelderland,www.bsdevijverberg.nl,218519,440746,pc6hnrgeentoev,,80,0,8,12,11,10,10,5,9,11,4,0,0
1727,50844,27JK,27JK00,Rooms Katholieke Basisschool Dichterbij,Rooms-Katholiek,Willy Brandtplein,6,7007LA,DOETINCHEM,222,DOETINCHEM,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,215283,440725,pc6hnrgeentoev,,426,0,47,55,51,35,67,57,55,50,9,0,0
1728,52340,03YG,03YG00,Sint Franciscus-School,Rooms-Katholiek,Babborgaplein,3-b,6909DW,BABBERICH,299,ZEVENAAR,Gelderland,Hulpverlening Gelderland-Midden,www.sintfranciscus.nl,205284,435527,pc6hnrtoev,,179,0,22,26,21,23,22,17,17,25,6,0,0
1729,53406,03YJ,03YJ00,Basisschool Sint Willibrordus,Rooms-Katholiek,Hoofdstraat,152,6674BE,HERVELD,1734,OVERBETUWE,Gelderland,Hulpverlening Gelderland-Midden,www.willibrordusherveld.nl,179356,435976,pc6hnrgeentoev,,291,0,25,33,35,40,33,40,45,37,3,0,0
1730,60673,06PM,06PM00,Vereniging tot het Verstrekken van Basisonderwijs op Gereformeerde Grondslag,Protestants-Christelijk,Delkant,4,5311CJ,GAMEREN,297,ZALTBOMMEL,Gelderland,GGD Rivierenland,www.schoolgameren.nl,142519,423567,pc6hnrgeentoev,,252,0,33,27,34,33,35,32,24,31,3,0,0
1731,60686,06PN,06PN00,Basisschool De Kraanvogel,Algemeen bijzonder,Eikenlaan,22,7251LT,VORDEN,1876,BRONCKHORST,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,221679,457268,pc6hnrgeentoev,,137,0,12,16,8,17,12,19,25,21,7,0,0
1732,60803,06PR,06PR00,Eben Haezerschool,Reformatorisch,Bloemstraat,107,8096VN,OLDEBROEK,269,OLDEBROEK,Gelderland,GGD Noord- en Oost-Gelderland,www.ebenhaezerschool.info,190357,495599,pc6hnrgeentoev,,283,0,49,26,43,34,34,43,25,24,5,0,0
1733,60998,06PX,06PX00,Oecumenische Basisschool De Ark,Algemeen bijzonder,Zanderskamp,93,6983CG,DOESBURG,221,DOESBURG,Gelderland,Hulpverlening Gelderland-Midden,www.bsdeark.nl,205994,446179,pc6hnrgeentoev,,213,0,15,19,26,16,30,32,30,36,9,0,0
1734,61284,00DW,00DW00,De Trompetter,Rooms-Katholiek,Prinses Margrietlaan,8,6986AT,ANGERLO,299,ZEVENAAR,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,206331,445655,pc6hnrgeentoev,,183,0,12,21,21,21,25,25,24,30,4,0,0
1735,61284,05QK,05QK00,Protestants Christelijke Basisschool Ds Jonkers,Protestants-Christelijk,Kerkstraat,1,6988AE,LATHUM,299,ZEVENAAR,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,198488,444343,pc6hnrgeentoev,,85,0,10,9,11,8,15,9,9,13,1,0,0
1736,61284,06QF,06QF00,Basisschool Sint Martinus,Rooms-Katholiek,Martinusweg,6,6905AR,ZEVENAAR,299,ZEVENAAR,Gelderland,Hulpverlening Gelderland-Midden,www.martinusondzevenaar.nl,202823,436552,pc6hnrgeentoev,,155,0,21,20,20,19,15,19,22,15,4,0,0
1737,61284,06TO,06TO00,Rooms Katholieke Basisschool Sint Antonius,Rooms-Katholiek,De Pontilaan,2,6942HL,DIDAM,1955,MONTFERLAND,Gelderland,GGD Noord- en Oost-Gelderland,www.antoniusnieuwdijk.nl,207992,438411,pc6hnrgeentoev,,141,0,13,11,17,16,21,22,18,19,4,0,0
1738,61284,06VL,06VL00,Basisschool De Wiekslag,Protestants-Christelijk,Goudhaanstraat,38,6921KC,DUIVEN,226,DUIVEN,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,198247,439887,pc6hnrgeentoev,,151,0,11,14,17,15,16,21,21,30,6,0,0
1739,61284,07QB,07QB00,Rooms Katholieke Basisschool Het Kompas,Rooms-Katholiek,Komweg,1-A,6942BR,DIDAM,1955,MONTFERLAND,Gelderland,GGD Noord- en Oost-Gelderland,www.kompasdidam.nl,205942,438843,pc6hnrtoev,,276,0,18,17,20,41,36,58,37,43,6,0,0
1740,61284,08JY,08JY00,Lindenhage,Rooms-Katholiek,Platanenlaan,3,6903DK,ZEVENAAR,299,ZEVENAAR,Gelderland,Hulpverlening Gelderland-Midden,www.lindenhage.nl,202033,439167,pc6hnrgeentoev,,577,0,58,74,66,83,77,80,67,66,6,0,0
1741,61284,08XV,08XV00,De Ontdekking,Rooms-Katholiek,Polstraat,1,6942VJ,DIDAM,1955,MONTFERLAND,Gelderland,GGD Noord- en Oost-Gelderland,www.ontdekkingdidam.nl,206161,439509,pc6hnrgeentoev,,419,0,40,47,38,58,50,49,53,70,14,0,0
1742,61284,09JU,09JU00,De Wissel,Rooms-Katholiek,Westeinde,101,6904AC,ZEVENAAR,299,ZEVENAAR,Gelderland,Hulpverlening Gelderland-Midden,www.dewisselzevenaar.nl,201762,438454,pc6hnrgeentoev,,281,0,36,32,32,31,45,26,32,44,3,0,0
1743,61284,09VH,09VH00,De Toorts,Rooms-Katholiek,Marsweg,5,6941BG,DIDAM,1955,MONTFERLAND,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,205741,439319,pc6hnrgeentoev,,204,0,27,26,29,22,32,16,26,25,1,0,0
1744,61284,10WK,10WK00,De Tamboerijn,Rooms-Katholiek,Paganinistraat,17,6904EG,ZEVENAAR,299,ZEVENAAR,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,201344,438114,pc6hnrgeentoev,,264,0,35,28,27,40,34,33,31,29,7,0,0
1745,61284,11DN,11DN00,Sint Jozef,Rooms-Katholiek,Wehlseweg,48,6941DM,DIDAM,1955,MONTFERLAND,Gelderland,GGD Noord- en Oost-Gelderland,www.stjozefloil.nl,207191,440679,pc6hnrgeentoev,,143,0,15,12,19,13,19,27,23,14,1,0,0
1746,61284,11MW,11MW00,De Fonkelsteen,Protestants-Christelijk,Da Costastraat,2,6901KK,ZEVENAAR,299,ZEVENAAR,Gelderland,Hulpverlening Gelderland-Midden,www.defonkelsteen.nl,203052,438170,pc6hnrgeentoev,,98,0,17,15,15,11,7,9,11,12,1,0,0
1747,61284,24CN,24CN00,Het Veer,Protestants-Christelijk,Rottumstraat,85,6922EX,DUIVEN,226,DUIVEN,Gelderland,Hulpverlening Gelderland-Midden,www.hetveer.nl,197540,439237,pc6hnrgeentoev,,255,0,30,24,35,28,38,28,32,39,1,0,0
1748,61284,30FM,30FM00,De Bem,Rooms-Katholiek,Bemlaan,5,6905VH,ZEVENAAR,299,ZEVENAAR,Gelderland,Hulpverlening Gelderland-Midden,www.debemzevenaar.nl,204184,436966,pc6hnrgeentoev,,134,0,18,20,21,16,17,11,19,11,1,0,0
1749,62818,04AA,04AA00,H J Piekschool,Algemeen bijzonder,Roghorst,94,6708KP,WAGENINGEN,289,WAGENINGEN,Gelderland,Hulpverlening Gelderland-Midden,www.piekschool.nl,174282,443478,pc6hnrgeentoev,,243,0,32,31,32,30,35,23,32,27,1,0,0
1750,63039,06RR,06RR00,t Blokhuus,Algemeen bijzonder,Frans Tromplaan,49,3871EM,HOEVELAKEN,267,NIJKERK,Gelderland,Hulpverlening Gelderland-Midden,www.blokhuus.nl,160185,464954,pc6hnrgeentoev,,261,0,28,31,20,24,39,47,45,26,1,0,0
1751,70644,06TK,06TK00,Rooms Katholieke Paulusschool,Rooms-Katholiek,Kerkstraat,68,6987AD,GIESBEEK,299,ZEVENAAR,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,202016,445628,pc6hnrgeentoev,,299,0,39,36,28,41,39,43,37,30,6,0,0
1752,70891,06TP,06TP00,School Met De Bijbel De Burcht,Protestants-Christelijk,Oranjestraat,1-A,5308JW,AALST GLD,297,ZALTBOMMEL,Gelderland,GGD Rivierenland,www.school-deburcht.nl,137225,421599,pc6hnr,,113,0,11,13,18,13,7,16,21,13,1,0,0
1753,71488,06KF,06KF00,Rooms Katholieke Basisschool Het Baken,Rooms-Katholiek,Venestraat,29,3861BV,NIJKERK GLD,267,NIJKERK,Gelderland,Hulpverlening Gelderland-Midden,www.hetbaken-nijkerk.nl,161479,470399,pc6hnrgeentoev,,144,0,15,26,13,18,12,21,17,19,3,0,0
1754,71956,03TZ,03TZ00,Rooms Katholieke Basisschool De Doornick,Rooms-Katholiek,Blauwe Hoek,40,6686AE,DOORNENBURG,1705,LINGEWAARD,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,197304,433524,pc6hnrgeentoev,,166,0,15,21,18,11,22,27,27,23,2,0,0
1755,71956,04UD,04UD00,Basisschool Marang,Rooms-Katholiek,Wilhelminastraat,2,6687BA,ANGEREN,1705,LINGEWAARD,Gelderland,Hulpverlening Gelderland-Midden,basisschool@marang.nl,194156,436378,pc6hnrgeentoev,,282,0,33,30,30,35,34,40,42,35,3,0,0
1756,71956,04YJ,04YJ00,BS De Vonkenmorgen,Rooms-Katholiek,Schoolstraat,1,6691XP,GENDT,1705,LINGEWAARD,Gelderland,Hulpverlening Gelderland-Midden,www.vonkenmorgen.nl,195023,432118,pc6hnrgeentoev,,502,0,48,62,60,53,69,64,80,59,7,0,0
1757,71956,05FW,05FW00,Basisschool Mikado,Rooms-Katholiek,Dr Hoijngstraat,5,6681XL,BEMMEL,1705,LINGEWAARD,Gelderland,Hulpverlening Gelderland-Midden,www.mikadobemmel.nl,190589,433875,pc6hnrgeentoev,,115,0,13,10,9,16,20,12,17,16,2,0,0
1758,71956,06YO,06YO00,Basissch de Borgwal,Rooms-Katholiek,Het Hoog,20,6681DE,BEMMEL,1705,LINGEWAARD,Gelderland,Hulpverlening Gelderland-Midden,www.borgwal.nl,190343,434341,pc6hnrgeentoev,,189,0,32,24,27,20,32,16,24,6,8,0,0
1759,71956,07TP,07TP00,Rooms Katholieke Basisschool Pius X,Rooms-Katholiek,Cuperstraat,7,6681AR,BEMMEL,1705,LINGEWAARD,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,189907,433790,pc6hnrgeentoev,,412,0,56,38,52,53,54,57,53,43,6,0,0
1760,71956,08MX,08MX00,Protestants Christelijke Basisschool Het Drieluik,Protestants-Christelijk,Ot en Sienpad,3,6852EG,HUISSEN,1705,LINGEWAARD,Gelderland,Hulpverlening Gelderland-Midden,www.dalton-drieluik.nl,192181,439729,pc6hnrgeentoev,,177,0,21,20,24,13,22,23,28,23,2,1,0
1761,71956,08ZI,08ZI00,Donatushof,Rooms-Katholiek,Flierenhofstraat,34,6681BZ,BEMMEL,1705,LINGEWAARD,Gelderland,Hulpverlening Gelderland-Midden,www.donatushof.nl,190255,433626,pc6hnrgeentoev,,334,0,22,40,37,39,48,53,51,35,8,1,0
1762,71956,14ZV,14ZV00,Katholieke basisschool De Wieling,Rooms-Katholiek,Kolkweg,5,6685BC,HAALDEREN,1705,LINGEWAARD,Gelderland,Hulpverlening Gelderland-Midden,www.basisschooldewieling.nl,192355,433134,pc6hnrgeentoev,,222,0,15,27,24,30,28,43,26,27,2,0,0
1763,72554,07UA,07UA00,Rooms Katholieke Augustinus-School,Rooms-Katholiek,Johanna Naberpad,1,4105EA,CULEMBORG,216,CULEMBORG,Gelderland,GGD Rivierenland,www.rk-augustinusschool.nl,142818,440073,pc6hnrgeentoev,,272,0,21,22,21,32,32,36,40,51,16,1,0
1764,72554,08ZN,08ZN00,Rooms Katholieke Josefschool,Rooms-Katholiek,Sint Janskerkstraat,10 -12,4101CZ,CULEMBORG,216,CULEMBORG,Gelderland,GGD Rivierenland,www.rk-josefschool.nl,144066,440765,pc6hnr,,224,0,21,25,21,27,27,35,26,34,8,0,0
1765,72554,09WU,09WU00,Rooms Katholieke Basisschool De Palster,Rooms-Katholiek,Hageroos,1,4102JN,CULEMBORG,216,CULEMBORG,Gelderland,GGD Rivierenland,www.rk-depalster.nl,145167,440537,pc6hnrgeentoev,,211,0,25,21,25,28,25,27,27,28,5,0,0
1766,74049,27UZ,27UZ00,de Fonkelsteen,Algemeen bijzonder,Prins Clausstraat,2-B,5301RT,ZALTBOMMEL,297,ZALTBOMMEL,Gelderland,GGD Rivierenland,www.fonkelsteen.org,145579,423830,pc6hnr,,70,0,10,5,5,12,15,8,9,6,0,0,0
1767,74907,07VC,07VC00,Basisschool St Martinus,Rooms-Katholiek,Chopinstraat,2,6566DV,MILLINGEN AAN DE RIJN,265,MILLINGEN AAN DE RIJN,Gelderland,GGD Regio Nijmegen,                                                                                ,200308,430626,pc6hnrgeentoev,,547,0,64,64,58,60,63,78,74,76,10,0,0
1768,75974,08RK,08RK00,Basisschool Boaz-Jachin,Reformatorisch,Ds. Kalshovenweg,15,8075AE,ELSPEET,302,NUNSPEET,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,182104,478344,pc6hnrgeentoev,,186,0,21,24,17,28,26,20,29,19,2,0,0
1769,76663,06YM,06YM00,Reformatorische Basisschool Eben Haezer,Reformatorisch,Molenstraat,98,6721WP,BENNEKOM,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,174101,445938,pc6hnrgeentoev,,233,0,23,31,28,47,22,25,24,30,3,0,0
1770,76715,03HC,03HC00,Christelijke Basisschool,Protestants-Christelijk,Kerkstraat,33,5313AP,NIEUWAAL,297,ZALTBOMMEL,Gelderland,GGD Rivierenland,                                                                                ,140531,424578,pc6hnrgeentoev,,51,0,9,7,6,5,10,4,3,6,1,0,0
1771,76793,08RO,08RO00,RK BS De Geldershof,Rooms-Katholiek,Geldershofstraat,26,6663KP,LENT,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,www.degeldershof.nl,187873,430725,pc6hnrgeentoev,,330,0,49,48,40,45,42,36,33,28,9,0,0
1772,76806,03JI,03JI00,Rooms Katholieke Basisschool Gerardus Majella,Rooms-Katholiek,Boxhofstede,17,8171KC,VAASSEN,232,EPE,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,195314,478039,pc6hnrgeentoev,,144,0,15,15,15,19,16,23,17,20,3,1,0
1773,76806,03KS,03KS00,RK Basissch C v Leeuwen,Rooms-Katholiek,Huygenslaan,59,6961ZE,EERBEEK,213,BRUMMEN,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,200726,457450,pc6hnrgeentoev,,209,0,22,32,40,22,26,20,21,18,8,0,0
1774,76806,04UV,04UV00,KBS de Poort,Rooms-Katholiek,Hoofdweg,53,7371AE,LOENEN GLD,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,www.kbsdepoort.nl,198423,459576,pc6hnrgeentoev,,97,0,12,10,12,12,10,10,13,16,2,0,0
1775,76806,06FV,06FV00,Rooms Katholieke Basisschool De Krugerstee,Rooms-Katholiek,Westerenkweg,23,8172VT,VAASSEN,232,EPE,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,193850,477453,pc6hnrgeentoev,,178,0,28,20,22,21,25,20,18,20,4,0,0
1776,76806,06NE,06NE00,Rooms Katholieke Basisschool Pancratius,Rooms-Katholiek,Oude Eerbeekseweg,5,6971BL,BRUMMEN,213,BRUMMEN,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,207201,455678,pc6hnrgeentoev,,159,0,14,20,21,12,26,18,16,28,4,0,0
1777,76806,06YN,06YN00,Rooms Katholieke Basisschool Sint Bernardus,Rooms-Katholiek,Willem Tellstraat,70,8162ET,EPE,232,EPE,Gelderland,GGD Noord- en Oost-Gelderland,www.stbernardusschool.nl,195541,484826,pc6hnrgeentoev,,147,0,15,21,16,14,18,24,22,17,0,0,0
1778,76806,15VC,15VC00,Katholieke Basisschool de Zonnewende,Rooms-Katholiek,Zonnewende,14,7325ET,APELDOORN,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,www.kbsdezonnewende.nl,197375,470060,pc6hnrgeentoev,,606,0,70,57,70,76,65,76,108,73,11,0,0
1779,76806,15XI,15XI00,Rooms Katholieke Basisschool De Schakel,Rooms-Katholiek,Rederijkershoeve,21,7326TH,APELDOORN,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,www.schakel.apeldoorn-onderwijs.nl,197428,467246,pc6hnrgeentoev,,414,0,65,48,56,47,41,57,45,45,10,0,0
1780,76806,15ZJ,15ZJ00,Rooms Katholieke Basisschool De Zevensprong,Rooms-Katholiek,Pythagorasstraat,384,7323HW,APELDOORN,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,196278,471100,pc6hnrgeentoev,,198,0,24,33,19,32,22,24,22,17,5,0,0
1781,76806,16CQ,16CQ00,Rooms Katholieke Basisschool Anne Frank,Rooms-Katholiek,Regentesselaan,34,7316AG,APELDOORN,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,www.annefrankschoolapeldoorn.nl,194031,470518,pc6hnrgeentoev,,167,0,19,18,23,14,21,21,21,27,3,0,0
1782,76806,16DZ,16DZ00,Rooms Katholieke Basisschool St Victor,Rooms-Katholiek,Kooiweg,29,7312CA,APELDOORN,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,www.victor.apeldoorn-onderwijs.nl,192536,469191,pc6hnrgeentoev,,277,0,45,31,31,33,30,30,50,27,0,0,0
1783,76806,16FK,16FK00,Rooms Katholieke Basisschool Sebastiaan,Rooms-Katholiek,1e Wormenseweg,460,7333GZ,APELDOORN,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,195092,467268,pc6hnrgeentoev,,123,0,23,18,6,16,22,7,11,13,7,0,0
1784,76806,16GT,16GT00,Rooms Katholieke Basisschool Hertog V Gelre,Rooms-Katholiek,Morellenlaan,47,7322JS,APELDOORN,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,195420,470016,pc6hnrgeentoev,,379,0,48,35,56,45,45,61,49,35,4,1,0
1785,76806,16IA,16IA00,Rooms Katholieke Basisschool Eloy,Rooms-Katholiek,Klingelbeek,26,7339LD,UGCHELEN,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,www.eloyschool.nl,193315,466356,pc6hnrgeentoev,,176,0,27,27,16,20,29,20,17,15,5,0,0
1786,76819,13ZF,13ZF00,Protestants Christelijke Basisschool Prins Bernhard,Protestants-Christelijk,Wiekslag,25,3853BG,ERMELO,233,ERMELO,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,169784,478837,pc6hnrgeentoev,,178,0,19,19,27,22,24,24,18,18,7,0,0
1787,76819,14CM,14CM00,PC Basissch Kon Juliana,Protestants-Christelijk,Spechtstraat,49,3853VA,ERMELO,233,ERMELO,Gelderland,GGD Noord- en Oost-Gelderland,www.koninginjuliana.nl,169720,478291,pc6hnrgeentoev,,209,0,28,33,26,26,28,18,22,16,12,0,0
1788,76819,14FH,14FH00,Protestants Christelijke Basisschool De Klokbeker,Protestants-Christelijk,De la Reystraat,134,3851BL,ERMELO,233,ERMELO,Gelderland,GGD Noord- en Oost-Gelderland,www.klokbeker.com,170302,477897,pc6hnrgeentoev,,345,0,47,41,41,34,52,37,42,39,12,0,0
1789,76819,14HZ,14HZ00,Protestants Christelijke Basisschool Margriet,Protestants-Christelijk,Hamburgerweg,141,3851EJ,ERMELO,233,ERMELO,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,170683,478618,pc6hnrgeentoev,,176,0,19,26,20,18,18,26,24,22,3,0,0
1790,76819,14KQ,14KQ00,Protestants Christelijke Basisschool Irene,Protestants-Christelijk,Dirk Staalweg,38,3851LJ,ERMELO,233,ERMELO,Gelderland,GGD Noord- en Oost-Gelderland,www.ireneschoolermelo.nl,171086,478944,pc6hnrgeentoev,,188,0,19,21,24,25,22,28,24,20,5,0,0
1791,76819,14PZ,14PZ00,Protestants Christelijke Basisschool Beatrix,Protestants-Christelijk,Smidsweg,49,3852XA,ERMELO,233,ERMELO,Gelderland,GGD Noord- en Oost-Gelderland,www.pcb-beatrix.nl,171777,478862,pc6hnrgeentoev,,190,0,19,21,16,29,18,28,29,26,4,0,0
1792,76910,06YP,06YP00,Basisschool Bastion,Rooms-Katholiek,Pater Jan de Vriesstraat,17,7126BL,BREDEVOORT,197,AALTEN,Gelderland,GGD Noord- en Oost-Gelderland,www.bastionbredevoort.nl,239819,440125,pc6hnrgeentoev,,189,0,20,22,24,20,34,23,24,15,7,0,0
